2013,india
2014,india,Thursday,December 25Dec 25,Christmas Day  ,   Observed in all states  
2014,india,Friday,December 26Dec 26,Boxing Day  ,  Telangana only  
2014,india,Sunday,December 28Dec 28,Guru Gobind Singh Jayanti ,  Haryana only. Birthday of the tenth and final Sikh prophet-teacher  
2015,india
2015,india,Thursday,January 01Jan 1,New Years Day ,"  Arunachal pradesh, Manipur, Meghalaya, Miizoram, Nagaland, Sikkim, Tamil Nadu only  "
2015,india,Thursday,January 01Jan 1,New Years Day ,  Public Sector. Telangana only. Compensated by Sat Feb 14  
2015,india,Saturday,January 03Jan 3,Milad-un-Nabi  ,  Birthday of Prophet Muhammad  
2015,india,Sunday,January 04Jan 4,Id-e-Milad ,"  Delhi, Tamil Nadu, Telangana  "
2015,india,Monday,January 05Jan 5,Guru Gobind Singh Jayanti ,  Punjab only. Birthday of the tenth and final Sikh prophet-teacher  
2015,india,Monday,January 12Jan 12,  Birthday of Swami Vivekananda  ,  West Bengal only.  
2015,india,Tuesday,January 13Jan 13,Bhogi ,  Andhra Pradesh Only  
2015,india,Wednesday,January 14Jan 14,Pongal ,"  Also known as Makar Sankranti, Lohri, Bihu, Hadaga, Poki  "
2015,india,Thursday,January 15Jan 15,Pongal ,"  Assam, Karnataka, Tamil Nadu, Telangana  "
2015,india,Friday,January 16Jan 16,Thiruvalluvar Day ,  Tamil Nadu only  
2015,india,Saturday,January 17Jan 17,Uzhavar Tirunal ,"  Puducherry, Tamil Nadu only  "
2015,india,Wednesday,January 21Jan 21,  Sonam Lhochar  ,  Sikkim only. Tamang New Year  
2015,india,Friday,January 23Jan 23,  Netaji Subhas Chandra Bose Jayanti  ,"  Assam, Odisha, Tripura, West Bengal. Birthday of a prominent leader in the Indian freedom movement  "
2015,india,Saturday,January 24Jan 24,Vasant Panchami ,"  Haryana, Odisha,Tripura, West Bengal only  "
2015,india,Saturday,January 24Jan 24,  Sir Chhotu Ram Jayanti  ,  Haryana only  
2015,india,Sunday,January 25Jan 25,Statehood Day ,  Himachal Pradesh only  
2015,india,Monday,January 26Jan 26,Republic Day  ,  Commemorates the establishment of the Constitution of India  
2015,india,Saturday,January 31Jan 31,  Me-dam-me-phi  ,  Assam. Ancestor festival  
2015,india,Tuesday,February 03Feb 3,Guru Ravidas Birthday ,"  Haryana, Himachal Pradesh, Punjab only  "
2015,india,Saturday,February 14Feb 14,  Maharshi Dayanand Saraswati Jayanti  ,  Haryana only  
2015,india,Tuesday,February 17Feb 17,Maha Shivratri  ,  Celebrated on the 13th night/14th day in the Krishna Paksha  
2015,india,Thursday,February 19Feb 19,  Chhatrapati Shivaji Maharaj Jayanti  ,  Maharashtra only  
2015,india,Thursday,February 19Feb 19,Losar ,  Sikkim only. Tibetan New Year  
2015,india,Friday,February 27Feb 27,  Public Holiday  ,  Haryana only. Marks the death of a key official  
2015,india,Thursday,March 05Mar 5,Doljatra ,"  Holi Dahan. Assam, Odisha, Uttar Pradesh, West Bengal only.  "
2015,india,Friday,March 06Mar 6,Holi  ,
2015,india,Wednesday,March 18Mar 18,  Public Holiday  ,  Goa. Polling day for zilla panchayat elections  
2015,india,Saturday,March 21Mar 21,Ugadi ,"  Telugu and Kannada New Year. Karnataka, Maharashtra, Andhra Pradesh, Telangana, Uttar Pradesh.  "
2015,india,Monday,March 23Mar 23,"  Shaheedi Diwas of Bhagat Singh, Rajguru & Sukhdev  ",  Haryana only  
2015,india,Saturday,March 28Mar 28,Ram Navami  ,  Celebrates the birth of Lord Rama to King Dasharatha of Ayodhya  
2015,india,Wednesday,April 01Apr 1,  Odisha Day  ,  Odisha only. Utkal Divas  
2015,india,Thursday,April 02Apr 2,Mahavir Jayanti  ,  The most important religious holiday in Jainism  
2015,india,Friday,April 03Apr 3,Good Friday  ,  Friday before Easter Sunday  
2015,india,Sunday,April 05Apr 5,  Babu Jagjivan Ram Birthday  ,"  Andhra Pradesh,  Telangana only  "
2015,india,Tuesday,April 14Apr 14,Dr Ambedkar Jayanti ,  Birthday of Bhimrao Ramji Ambedekar  
2015,india,Tuesday,April 14Apr 14,Tamil New Year ,  Puthandu. Tamil Nadu only  
2015,india,Tuesday,April 14Apr 14,  Vaisakhi  ,  Haryana only  
2015,india,Tuesday,April 14Apr 14,  Bohag Bihu  ,  Assamese New Year  
