2026,afghanistan,Date,Weekday,Holiday Name,Holiday Type
2026,afghanistan
2026,afghanistan,Feb 5,Sunday,Non-working Day,Observance
2026,afghanistan,Feb 14,Tuesday,Soviet Withdrawal from Afghanistan,Public Holiday
2026,afghanistan,Mar 20,Monday,March equinox,Season
2026,afghanistan,Apr 28,Friday,Afghan Victory Day,Public Holiday
2026,afghanistan,Apr 29,Saturday,Afghan Victory Day observed,Public Holiday
2026,afghanistan,May 27,Saturday,Ramadan starts,Public Holiday
2026,afghanistan,Jun 21,Wednesday,June Solstice,Season
2026,afghanistan,Jun 26,Monday,Eid al-Fitr,Public Holiday
2026,afghanistan,Aug 19,Saturday,Independence Day (National Day),Public Holiday
2026,afghanistan,Sep 2,Saturday,Eid al-Qurban,Public Holiday
2026,afghanistan,Sep 22,Friday,September equinox,Season
2026,afghanistan,Oct 1,Sunday,Ashura,Public Holiday
2026,afghanistan,Nov 9,Thursday,Arba'een,Observance
2026,afghanistan,Dec 1,Friday,The Prophet's Birthday,Public Holiday
2026,afghanistan,Dec 21,Thursday,December Solstice,Season
2027,afghanistan,Date,Weekday,Holiday Name,Holiday Type
2027,afghanistan
2027,afghanistan,Feb 5,Sunday,Non-working Day,Observance
2027,afghanistan,Feb 14,Tuesday,Soviet Withdrawal from Afghanistan,Public Holiday
2027,afghanistan,Mar 20,Monday,March equinox,Season
2027,afghanistan,Apr 28,Friday,Afghan Victory Day,Public Holiday
2027,afghanistan,Apr 29,Saturday,Afghan Victory Day observed,Public Holiday
2027,afghanistan,May 27,Saturday,Ramadan starts,Public Holiday
2027,afghanistan,Jun 21,Wednesday,June Solstice,Season
2027,afghanistan,Jun 26,Monday,Eid al-Fitr,Public Holiday
2027,afghanistan,Aug 19,Saturday,Independence Day (National Day),Public Holiday
2027,afghanistan,Sep 2,Saturday,Eid al-Qurban,Public Holiday
2027,afghanistan,Sep 22,Friday,September equinox,Season
2027,afghanistan,Oct 1,Sunday,Ashura,Public Holiday
2027,afghanistan,Nov 9,Thursday,Arba'een,Observance
